gtdb_genome_representative,accession,ncbi_genbank_assembly_accession,gtdb_taxonomy,gtdb_superkingdom,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_organism_name,ncbi_species_taxid,ncbi_assembly_level,genome_size,gc_count,gc_percentage,ncbi_protein_count,checkm_completeness,checkm_contamination,checkm2_completeness,checkm2_contamination,checkm_marker_count,checkm_marker_set_count,checkm_strain_heterogeneity,contig_count
GCF_014199915.1,RS_GCF_014199915.1,GCA_014199915.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Kaistiaceae;g__Prosthecomicrobium;s__Prosthecomicrobium pneumaticum,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Prosthecomicrobium,Prosthecomicrobium pneumaticum,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Kaistiaceae;g__Prosthecomicrobium;s__Prosthecomicrobium pneumaticum,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Kaistiaceae;g__Prosthecomicrobium;s__Prosthecomicrobium pneumaticum,Prosthecomicrobium pneumaticum,81895,Scaffold,4652771,3226380,69.3519430873757,none,100,0.82,99.47,1.62,485,316,0,30
GCA_020881835.1,GB_GCA_020881835.1,GCA_020881835.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__SCSIO-59966;g__SCSIO-59966;s__SCSIO-59966 sp020881835,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,SCSIO-59966,SCSIO-59966,SCSIO-59966 sp020881835,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kineosporiales;f__Kineosporiaceae;g__;s__,d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Actinomycetes;o__Kineosporiales;f__Kineosporiaceae;x__unclassified Kineosporiaceae;s__Kineosporiaceae bacterium SCSIO 59966,Kineosporiaceae bacterium SCSIO 59966,2730919,Complete Genome,3095448,2269807,73.3272534379515,none,99.19,0,100,0,310,185,0,1
GCF_000621025.1,RS_GCF_000621025.1,GCA_000621025.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Brackiella;s__Brackiella oedipodis,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Brackiella,Brackiella oedipodis,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Brackiella;s__Brackiella oedipodis,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Brackiella;s__Brackiella oedipodis;x__Brackiella oedipodis DSM 13743,Brackiella oedipodis DSM 13743,124225,Scaffold,1922095,891087,46.5105852141053,1666,99.52,0,100,0.01,418,209,0,15
GCF_018448885.1,RS_GCF_963892975.1,GCA_963892975.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Photorhabdus;s__Photorhabdus caribbeanensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Photorhabdus,Photorhabdus caribbeanensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Photorhabdus;s__Photorhabdus caribbeanensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Photorhabdus;s__Photorhabdus caribbeanensis,Photorhabdus caribbeanensis,1004165,Scaffold,5356249,2272463,42.4292638043454,none,100,0.54,100,0.15,312,185,0,189
GCA_001305115.1,RS_GCF_900169665.1,GCA_900169665.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Anaeromassilibacillus;s__Anaeromassilibacillus sp001305115,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Anaeromassilibacillus,Anaeromassilibacillus sp001305115,d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Acutalibacteraceae;g__Anaeromassilibacillus;s__,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Acutalibacteraceae;g__Anaeromassilibacillus;x__unclassified Anaeromassilibacillus;s__Anaeromassilibacillus sp. Marseille-P3371,Anaeromassilibacillus sp. Marseille-P3371,1944639,Scaffold,3545090,1648153,49.1243678954368,2895,99.33,1.48,100,3.5,263,149,66.67,85
GCF_000374345.1,RS_GCF_000374345.1,GCA_000374345.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_B;f__Bacillaceae_C;g__Weizmannia;s__Weizmannia acidiproducens,Bacteria,Bacillota,Bacilli,Bacillales_B,Bacillaceae_C,Weizmannia,Weizmannia acidiproducens,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Heyndrickxia;s__Heyndrickxia acidiproducens,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Heyndrickxia;s__Heyndrickxia acidiproducens;x__Heyndrickxia acidiproducens DSM 23148,Heyndrickxia acidiproducens DSM 23148,1121084,Scaffold,3318479,1469361,44.3481740979145,3251,99.09,0.36,99.91,0.17,561,183,50,111
GCF_034067285.1,RS_GCF_034067285.1,GCA_034067285.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pittii_E,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii_E,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pittii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;x__Acinetobacter calcoaceticus/baumannii complex;s__Acinetobacter pittii,Acinetobacter pittii,48296,Complete Genome,3688740,1438136,38.9871880371075,none,100,0.14,100,0.13,689,365,0,1
GCF_003996995.1,RS_GCF_004021855.1,GCA_004021855.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium sp003996995,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium sp003996995,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Mesorhizobium;x__unclassified Mesorhizobium;s__Mesorhizobium sp.,Mesorhizobium sp.,1871066,Scaffold,6704390,4189558,62.49200868119,none,99.51,0.49,100,1.09,512,243,0,109
GCA_022706085.1,GB_GCA_022706085.1,GCA_022706085.1,d__Bacteria;p__Latescibacterota;c__MWCZ01;o__MWCZ01;f__MWCZ01;g__MWCZ01;s__MWCZ01 sp002070295,Bacteria,Latescibacterota,MWCZ01,MWCZ01,MWCZ01,MWCZ01,MWCZ01 sp002070295,d__Bacteria;p__Candidatus Latescibacterota;c__;o__;f__;g__;s__,d__Bacteria;x__FCB group;p__Candidatus Latescibacterota;x__unclassified Candidatus Latescibacterota;s__Candidatus Latescibacterota bacterium,Candidatus Latescibacterota bacterium,2053570,Scaffold,3557056,2125203,59.7582846595875,none,97.74,0,97.08,0.47,147,91,0,73
GCF_000565175.1,RS_GCF_000565175.1,GCA_000565175.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Spiroplasma_A;s__Spiroplasma_A culicicola,Bacteria,Bacillota,Bacilli,Mycoplasmatales,Mycoplasmataceae,Spiroplasma_A,Spiroplasma_A culicicola,d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Entomoplasmatales;f__Spiroplasmataceae;g__Spiroplasma;s__Spiroplasma culicicola,d__Bacteria;x__Terrabacteria group;p__Mycoplasmatota;c__Mollicutes;o__Entomoplasmatales;f__Spiroplasmataceae;g__Spiroplasma;s__Spiroplasma culicicola;x__Spiroplasma culicicola AES-1,Spiroplasma culicicola AES-1,216935,Complete Genome,1175131,309783,26.3615716035063,1060,98.87,0.75,98.15,0.07,228,133,0,1
GCF_016458205.1,RS_GCF_015686645.1,GCA_015686645.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp016458205,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp016458205,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;x__unclassified Streptococcus;s__Streptococcus sp. NLN76,Streptococcus sp. NLN76,2822800,Scaffold,1940130,829198,42.7395212667258,none,95.57,0,100,0,475,267,0,110
GCF_008801915.1,RS_GCF_025309775.1,GCA_025309775.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus gilardii,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus gilardii,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus gilardii,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus gilardii,Cupriavidus gilardii,82541,Complete Genome,5687891,3840654,67.5233403734354,none,99.89,0.23,100,0.13,596,218,0,2
GCF_018636735.1,RS_GCF_018636735.1,GCA_018636735.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Alteriqipengyuania;s__Alteriqipengyuania sp018636735,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Alteriqipengyuania,Alteriqipengyuania sp018636735,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;x__Erythrobacter/Porphyrobacter group;g__Erythrobacter;x__unclassified Erythrobacter;s__Erythrobacter sp. 3-20A1M,Erythrobacter sp. 3-20A1M,2653850,Complete Genome,3116220,2019259,64.7983454313238,none,98.79,0.54,99.76,0.38,569,293,0,1
GCA_013816585.1,GB_GCA_013816585.1,GCA_013816585.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__Allosphingosinicella sp013816585,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Allosphingosinicella,Allosphingosinicella sp013816585,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingosinicellaceae;g__Sphingosinicella;s__,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingosinicellaceae;g__Sphingosinicella;x__unclassified Sphingosinicella;s__Sphingosinicella sp.,Sphingosinicella sp.,1917971,Scaffold,2824289,1733237,61.3711405291926,none,98.7,0.29,99.99,0.39,349,230,0,63
GCF_007004645.1,RS_GCF_007004645.1,GCA_007004645.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aliiroseovarius;s__Aliiroseovarius halocynthiae,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius,Aliiroseovarius halocynthiae,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Aliiroseovarius;s__Aliiroseovarius halocynthiae,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Aliiroseovarius;s__Aliiroseovarius halocynthiae,Aliiroseovarius halocynthiae,985055,Scaffold,3390631,1937622,57.1464890080672,none,99.39,0.4,99.99,0.04,616,330,50,30
GCF_900143565.1,RS_GCF_001623145.1,GCA_001623145.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Pseudovibrio;s__Pseudovibrio sp900143565,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio,Pseudovibrio sp900143565,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Stappiaceae;g__Pseudovibrio;s__,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Stappiaceae;g__Pseudovibrio;x__unclassified Pseudovibrio;s__Pseudovibrio sp. W64,Pseudovibrio sp. W64,1735583,Scaffold,5935921,3047406,51.361756348155,5360,99.62,0.03,99.66,0.02,483,315,0,130
GCF_002251735.1,RS_GCF_023150435.1,GCA_023150435.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Elsterales;f__Elsteraceae;g__Elstera;s__Elstera cyanobacteriorum,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,Elsteraceae,Elstera,Elstera cyanobacteriorum,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Elstera;s__Elstera cyanobacteriorum,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Elstera;s__Elstera cyanobacteriorum,Elstera cyanobacteriorum,2022747,Scaffold,3816511,2381881,62.412802443392,none,99.13,0.43,99.38,0.05,349,230,0,28
GCA_040385265.1,GB_GCA_040385265.1,GCA_040385265.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__JAJNDL01;s__JAJNDL01 sp040385265,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,JAJNDL01,JAJNDL01 sp040385265,d__Bacteria;p__Pseudomonadota;c__;o__;f__;g__;s__,d__Bacteria;p__Pseudomonadota;x__unclassified Pseudomonadota;s__Pseudomonadota bacterium,Pseudomonadota bacterium,1977087,Scaffold,3378517,2259051,66.9226099998904,none,97.01,0.68,96.26,0.22,451,270,33.33,143
GCF_003494325.1,RS_GCF_019703755.1,GCA_019703755.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae_I,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Haemophilus influenzae_I,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae,Haemophilus influenzae,727,Complete Genome,1953394,744139,38.0946700972768,none,99.07,0.22,100,0.3,776,457,100,1
GCF_037076465.1,RS_GCF_037076465.1,GCA_037076465.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pectobacterium;s__Pectobacterium araliae,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pectobacterium,Pectobacterium araliae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__Pectobacterium araliae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__Pectobacterium araliae,Pectobacterium araliae,3073862,Complete Genome,4663678,2382561,51.0875965278906,none,99.97,0.77,100,0.11,876,305,0,1
GCF_900105055.1,RS_GCF_019330265.1,GCA_019330265.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Amycolatopsis;s__Amycolatopsis lurida,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis lurida,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Amycolatopsis;s__,d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Amycolatopsis;x__unclassified Amycolatopsis;s__Amycolatopsis sp. TNS106,Amycolatopsis sp. TNS106,2861750,Complete Genome,8895521,6129412,68.904474510262,none,99.88,0.41,99.99,0.09,350,203,0,2
GCF_003182155.1,RS_GCF_003182155.1,GCA_003182155.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga sp003182155,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga sp003182155,d__Bacteria;p__Bacteroidota;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;x__unclassified Chitinophaga;s__Chitinophaga sp. S165,Chitinophaga sp. S165,2135462,Scaffold,8253042,3718393,45.0589448790311,6483,100,0.25,100,1.18,303,203,0,42
GCA_019419505.1,GB_GCA_019419505.1,GCA_019419505.1,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp019419505,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp019419505,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;x__unclassified Collinsella;s__Collinsella sp.,Collinsella sp.,1965294,Scaffold,2172150,1301708,59.9467634380872,none,100,1.61,99.79,1.35,211,124,50,34
GCA_024235895.1,GB_GCA_023383975.1,GCA_023383975.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__Rubrivivax sp011525985,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rubrivivax,Rubrivivax sp011525985,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;x__unclassified Burkholderiaceae;s__Burkholderiaceae bacterium,Burkholderiaceae bacterium,2030806,Scaffold,4421064,3172667,71.817915119654,none,96.74,0.78,98.55,1.32,426,214,66.67,215
GCF_013166605.1,GB_GCA_948535545.1,GCA_948535545.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella muris,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella muris,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;x__environmental samples;s__uncultured Prevotella sp.,uncultured Prevotella sp.,159272,Scaffold,3235163,1438373,44.4666513948799,none,99.63,0.19,99.91,0,487,270,0,38
GCF_014643515.1,RS_GCF_014199405.1,GCA_014199405.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_R;s__Sphingomonas_R prati,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_R,Sphingomonas_R prati,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas prati,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas prati,Sphingomonas prati,1843237,Scaffold,3800575,2545495,66.9816692743651,none,100,0.45,99.96,0.67,337,221,0,24
GCF_000399665.1,RS_GCF_000399665.1,GCA_000399665.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter calcoaceticus_B,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus_B,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter calcoaceticus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;x__Acinetobacter calcoaceticus/baumannii complex;s__Acinetobacter calcoaceticus;x__Acinetobacter calcoaceticus ANC 3811,Acinetobacter calcoaceticus ANC 3811,471,Scaffold,3827685,1475116,38.5712653334871,3599,100,0.02,100,0.01,689,365,0,14
GCF_000718635.1,RS_GCF_040646475.1,GCA_040646475.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces varsoviensis,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces varsoviensis,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces varsoviensis,d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces varsoviensis,Streptomyces varsoviensis,67373,Scaffold,8915414,6437919,72.2237348487271,none,99.47,3.41,99.57,4.28,563,281,0,100
GCF_002975405.1,RS_GCF_002332385.1,GCA_002332385.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Glutamicibacter;s__Glutamicibacter sp002975405,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Glutamicibacter,Glutamicibacter sp002975405,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Glutamicibacter;s__,d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Glutamicibacter;x__unclassified Glutamicibacter;s__Glutamicibacter sp. BW80,Glutamicibacter sp. BW80,2024404,Scaffold,4049569,2445244,60.3913363256786,3721,99.74,0.61,99.98,0.43,457,218,25,88
GCA_040839025.1,GB_GCA_040839025.1,GCA_040839025.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp040839025,Bacteria,Pseudomonadota,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,UBA8309,UBA8309 sp040839025,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__;f__;g__;s__,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;x__unclassified Alphaproteobacteria;s__Alphaproteobacteria bacterium LSUCC0719,Alphaproteobacteria bacterium LSUCC0719,3235147,Scaffold,2792413,1631075,58.4132524299834,none,99.13,0,99.94,0.16,347,229,0,26
GCA_028716225.1,GB_GCA_028716225.1,GCA_028716225.1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5760;g__UBA5760;s__UBA5760 sp028716225,Bacteria,Chloroflexota,Dehalococcoidia,Dehalococcoidales,UBA5760,UBA5760,UBA5760 sp028716225,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__,d__Bacteria;x__Terrabacteria group;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;x__unclassified Dehalococcoidales;s__Dehalococcoidales bacterium,Dehalococcoidales bacterium,2026733,Scaffold,2643946,1354732,51.2474314472565,none,95.38,3.17,96.19,3.09,151,101,0,162
GCA_040880325.1,GB_GCA_040880325.1,GCA_040880325.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp040880325,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,UBA9145 sp040880325,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__;s__,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;x__unclassified Pseudohongiellaceae;s__Pseudohongiellaceae bacterium,Pseudohongiellaceae bacterium,3085159,Scaffold,3553174,1846580,51.9894499633429,none,95.74,1.23,97.47,0.35,451,270,0,88
