"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."
"When using BacDive for research please cite our paper https://doi.org/10.1093/nar/gkae959"

ID,designation_header,strain_number_header,is_type_strain_header,species,"Genome seq. accession number","16S seq. accession number",GC-content
,,,,,646529.3,,
,,,,,GCA_000255115,,
140297,63.6F,"DSM 101609, JCM 31106",1,"Desulfosporosinus fructosivorans",GCA_004766045,KX822015,43.2
11780,343,"DSM 8344, VKM B-2003",1,"Desulfosporosinus hippei",1121419.3,Y11571,42.1
,,,,,2675903225,,
,,,,,GCA_900100785,,
11779,STP12,"DSM 15449, JCM 12239",1,"Desulfosporosinus lacus",1121420.3,AJ582757,42.7
,,,,,2585428067,,
,,,,,GCA_900129935,,
11776,S10,"DSM 13257, ATCC BAA-275, KCTC 12902, NCIMB 13706",1,"Desulfosporosinus meridiei",2510065044,AF076527,46.9
,,,,,768704.3,,
,,,,,GCA_000231385,,
140295,59.4F,"DSM 101562, JCM 31104",0,"Desulfosporosinus nitroreducens",GCA_023897015,KX822014,42.1
11778,JW/YJL-B18,"DSM 17734, ATCC BAA-1261",1,"Desulfosporosinus youngiae",2508501001,DQ117470,36.6
,,,,,768710.3,,
,,,,,GCA_000244895,,
4030,LSv54,"DSM 12343",1,"Desulfotalea psychrophila",177439.6,AF099062,46.8
,,,,,637000094,,
,,,,,GCA_000025945,,
4041,TFISO9,"DSM 17375, JCM 13304",1,"Desulfothermus okinawensis",1293588.5,AB264617,34.9
,,,,,2728369691,,
,,,,,GCA_001311565,,
3950,SAX,"DSM 7044",1,"Desulfotignum balticum",1304886.3,AF233370,62.4
,,,,,2526164528,AF418176,
,,,,,GCA_000421285,,
140524,GSS09,"KCTC 15523, MCCC 1K01254",1,"Desulforamulus ferrireducens",1833852.3,KU589293,49.1
,,,,,GCA_002005145,,
11792,,"DSM 574, ATCC 19858, ATCC 19998, CIP 111238, NCIMB 8395, WDCM 00081, Delft 74",1,"Desulfotomaculum nigrificans",2507262026,A30643,46
,,,,,696369.3,HG005352,
,,,,,GCA_000189755,LC127105,
11828,CO-1-SRB,"DSM 14880, VKM B-2319",0,"Desulfotomaculum nigrificans",2505679104,AY961415,45.6
,,,,,GCA_000214435,LC127106,
11831,RE35E1,"DSM 16058, JCM 14019",1,"Desulfotruncus alcoholivorax",1121422.3,AY548778,48
,,,,,2524023147,,
,,,,,GCA_000430885,,
11829,15,"DSM 17038, JCM 12923",1,"Desulfotruncus arcticus",1121424.3,DQ148942,48.9
,,,,,2599185230,,
,,,,,GCA_900113335,,
4045,11-6,"DSM 18834, VKM B-2364",1,"Desulfovermiculus halophilus",1121433.3,DQ139408,55.2
,,,,,2556921618,,
,,,,,GCA_000620765,,
4135,ALA-3,"DSM 12254",1,"Desulfovibrio aminophilus",1121440.3,AF067964,66
,,,,,2524023062,,
,,,,,GCA_000422565,,
,,,,,GCA_023660105,,
4146,LVform1,"DSM 15816, JCM 12178",1,"Salidesulfovibrio brasiliensis",1294020.3,AJ544687,56.3
,,,,,2728369698,,
,,,,,GCA_001311825,,
4130,,"DSM 11391, STL 1",1,"Desulfovibrio cuneatus",1121443.3,X99501,52.7
,,,,,2523231026,,
,,,,,GCA_000430005,,
4073,"Essex 6","DSM 642, ATCC 29577, NCIMB 8307, VKM B-1799, CCUG 34226, CIP 107039",1,"Desulfovibrio desulfuricans",1121445.4,AF192153,57.4
,,,,,2524614548,AY033879,
,,,,,GCA_000420465,M34113,
4144,IS5,"DSM 15579",0,"Desulfovibrio ferrophilus",2823931327,AY274449,55.8
,,,,,GCA_003966735,,
158496,K3S,"DSM 100341, VKM B-2877",1,"Desulfovibrio gilichinskyi",2708742538,KJ739728,42.3
,,,,,GCA_900177375,,
4134,,"DSM 10711, HHQ 20",1,"Desulfovibrio inopinatus",1121453.3,AF177276,49.7
,,,,,2524614631,,
,,,,,GCA_000429305,,
4128,KMS2,"DSM 11275",1,"Desulfovibrio intestinalis",2861449170,Y12254,54.5-55.5
,,,,,58621.3,,
,,,,,GCA_014202345,,
4132,,"DSM 11393, STL 6",1,"Desulfovibrio litoralis",1121455.3,X99504,36.7
,,,,,2582580730,,
,,,,,GCA_900143255,,
4070,,"DSM 749, ATCC 29098, JCM 12224, VPI 11112, VPI C3-23",1,"Desulfovibrio piger",411464.8,AF192152,67.0
,,,,,642979316,M34404,
,,,,,GCA_000156375,,
159346,PG-178-WT-4,"DSM 105247, JCM 34370",1,"Desulfovibrio porci",2605782.3,MN537481,61.4
,,,,,2899430520,,
,,,,,GCA_009696265,,
4167,"JS, JS1","DSM 19430, JCM 14597, KCTC 5573",1,"Desulfovibrio psychrotolerans",415242.3,AM418397,49.3
,,,,,GCA_013340305,,
4092,G11,"DSM 7057, OCM 18",0,"Desulfovibrio sp.",2593339148,FJ815444,57.1
,,,,,2700988708,,
,,,,,876.9,,
,,,,,GCA_002334685,,
,,,,,GCA_900119095,,
160224,HN2,"DSM 101010, NBRC 112213",1,"Desulfovibrio subterraneus",2718620.3,LC531930,56.7
,,,,,GCA_013340285,,
4105,Hildenborough,"DSM 644, ATCC 29579, NCIMB 8303, VKM B-1760, CCUG 34227, CIP 107040",1,"Nitratidesulfovibrio vulgaris",882.34,AB294142,63.1
,,,,,882.44,AF418179,
,,,,,882.5,M34399,
,,,,,GCA_000195755,,
,,,,,GCA_902167245,,
4139,lac,"DSM 11974",1,"Desulfovibrio zosterae",1121467.3,Y18049,41.8
,,,,,2523533628,,
,,,,,GCA_000425265,,
16849,RL80JIV,"DSM 16036, JCM 13928",1,"Desulfovirgula thermocuniculi",1121468.4,DQ208689,60.1
,,,,,2524023160,,
,,,,,GCA_000429345,,
4179,A63,"DSM 5264, ATCC 51451",1,"Desulfurella acetivorans",2512564091,X72768,31.4
,,,,,694431.14,,
,,,,,694431.3,,
132457,TR1,"DSM 29984, JCM 30680",1,"Desulfurella amilsii",GCA_002119425,LN624414,34
4180,RH-8,"DSM 8415",1,"Desulfurella multipotens",2599185176,Y16943,33.5
,,,,,79269.3,,
,,,,,GCA_900101285,,
133400,MLFW-2,"DSM 28709, JCM 30866, ATCC PTA-120556",1,"Desulfuribacillus stibiiarsenatis",2751185656,KF387535,38.2
,,,,,GCA_001742305,,
2498,,"DSM 22071, UNIQEM U758, AHT 11",1,"Desulfurispira natronophila",2861683924,GQ922842,49.2
,,,,,682562.3,,
,,,,,GCA_014203025,,
2497,S5,"DSM 22839, ATCC BAA-1389",1,"Desulfurispirillum indicum",649633038,DQ991965,56.0
,,,,,653733.4,,
,,,,,GCA_000177635,,
11840,RA50E1,"DSM 16022, JCM 14018",1,"Desulfurispora thermophila",1121472.3,AY548776,53.5
,,,,,2515154092,,
,,,,,GCA_000376385,,
4033,,"DSM 19089, UNIQEM U267, AHT 2",1,"Desulfurivibrio alkaliphilus",589865.4,EF422413,40.5
,,,,,,,60.3
17643,SL22,"DSM 15668, JCM 12129",1,"Desulfurobacterium atlanticum",240169.3,AY268939,41
,,,,,2724679920,,
,,,,,GCA_900188395,,
140298,K6013,"DSM 101677, MCCC 1A01868",1,"Desulfurobacterium indicum",2832468384,KT750866,38.2
,,,,,GCA_001968985,,
17644,SL17,"DSM 15522, JCM 12127",1,"Desulfurobacterium pacificum",2724679812,AY268936,42
17641,BSA,"DSM 11699",1,"Desulfurobacterium thermolithotrophum",649633039,AJ001049,34.95
,,,,,868864.3,,
,,,,,GCA_000191045,,
160479,HR11,"DSM 100454",0,"Desulfurobacterium thermolithotrophum",2890528774,KR023949,34.7
,,,,,GCA_010588305,,
132728,,"DSM 3822, JCM 9188",1,"Desulfurococcus amylolyticus",2516143104,AB661712,41
,,,,,,AF250331,41.2
,,,,,,,43.2
,,,,,,,45.2
4199,Z-1312,"DSM 16532, JCM 13383, VKM V-2316",0,"Desulfurococcus amylolyticus",2513020047,AY264344,42.5
,,,,,768672.7,,
,,,,,GCA_000231015,,
4200,1221n,"DSM 18924, JCM 16383, VKM B-2413",0,"Desulfurococcus amylolyticus",GCA_000020905,EU167539,44.4
4198,O7/1,"DSM 2162, ATCC 35584, JCM 9187",1,"Desulfurococcus mucosus",649633040,NR_102882,51.3
,,,,,765177.25,,52.4
,,,,,GCA_000186365,,52.9
,,,,,,,53.0
4197,"Hvv 3/9","DSM 2161, ATCC 35582, JCM 9186",0,"Desulfurococcus mucosus",2513237118,M36474,50.8
,,,,,675631.5,,
,,,,,GCA_001006085,,
4229,2873,"DSM 1397, ATCC 51529",1,"Desulfuromonas acetexigens",2740891996,U23140,61.2
,,,,,38815.3,,
,,,,,38815.4,,
,,,,,38815.5,,
,,,,,GCA_007051125,,
,,,,,GCA_900111775,,
4234,NZ27,"DSM 8987",1,"Desulfuromonas thiophila",2602042025,Y11560,61.0
,,,,,57664.3,,
,,,,,GCA_900101955,,
4206,Kysw2,"DSM 7343",1,"Desulfuromusa kysingii",2599185196,X79414,47.0
,,,,,37625.16,,
,,,,,GCA_900107645,,
16697,,"DSM 19026, UNIQEM U266, AHT 1",1,"Dethiobacter alkaliphilus",555088.4,EF422412,46.5
132452,SPR,"DSM 100305, JCM 30857",1,"Dethiosulfatarculus sandiegensis",2627853875,AZAC01000010,52.02
,,,,,GCA_000931935,KP868755,
17983,C/G2,"DSM 17477, JCM 13356, NBRC 101112",1,"Dethiosulfatibacter aminovorans",1121476.3,AB218661,41
,,,,,2585428150,,41.0
,,,,,GCA_900142005,,
17774,SR15,"DSM 12590, JCM 15823",1,"Dethiosulfovibrio acidaminovorans",GCA_021568805,AY005466,50.6
169561,F2B,"DSM 112078, KCTC 25378",1,"Dethiosulfovibrio faecalis",GCA_021568795,KT799836.2,55
17771,"WS 100","DSM 12537, JCM 15824",1,"Dethiosulfovibrio marinus",GCA_021568875,AF234544,51.8
17770,,"DSM 11002, JCM 15826, SEBR 4207",1,"Dethiosulfovibrio peptidovorans",2501533205,U52817,56
,,,,,469381.10,,56.0
,,,,,GCA_000172975,,
17773,SR12,"DSM 12538, JCM 15825",1,"Dethiosulfovibrio russensis",GCA_021568855,AF234542,50.8
133408,S37,"TBRC 5145, LMG 29420",1,"Devosia elaeis",2841880164,KT345712,63
,,,,,GCA_001650025,,
130809,9b,"DSM 8908, ATCC 23634, IAM 14252, NCIMB 12775, VKM B-1376, JCM 21106, NBRC 102409",1,"Devosia enhydra",GCA_900119845,AB681765,65.8
,,,,,,GQ221761,
6169,BD-c194,"DSM 19414, KCTC 22082",1,"Devosia geojensis",2636415796,EF575560,60.8
,,,,,443610.3,,60.83
,,,,,GCA_000969415,,
164309,IO390501,"JCM 32636, CCTCC AB 2018070, CGMCC 1.13555",1,"Devosia indica",GCA_003056405,MG852174,61.9
,,,,,PYVZ00000000.1,,
6167,DS-56,"DSM 17955, KCTC 12821",1,"Devosia insulae",1116389.3,EF012357,66.2
,,,,,2636415773,,
,,,,,GCA_000970465,,
6165,,"DSM 17137, CIP 109005, LMG 22951",1,"Devosia limi",1121477.3,AJ786801,61.9
,,,,,1121477.5,,
,,,,,2582580747,,
,,,,,2627853739,,
,,,,,GCA_000970435,,
,,,,,GCA_900128975,,
140260,L15,"DSM 25398, CCM 7977",0,"Devosia lucknowensis",2708742467,JN687580,59.8
,,,,,GCA_900177655,,
164276,CM5-1,"JCM 32509, CGMCC 1.13553",1,"Devosia naphthalenivorans",GCA_003056355,MG230310,61.4
162476,,"JCM 19305, KCTC 32437",1,"Devosia pacifica",1335967.3,KF111722,63
,,,,,GCA_014652635,,
6173,Cr7-05,"DSM 22950, CGMCC 1.10210, CIP 110130",1,"Devosia psychrophila",2617270931,GU441678,61.4
,,,,,2627853832,,
,,,,,728005.4,,
,,,,,GCA_000971275,,
,,,,,GCA_900112505,,
6164,"4R3337, Merck & Co. 4R3337, 4 R 3337","DSM 7230, ATCC 9526, CCEB 535, CCM 1979, CIP 59.10, IAM 14524, IFO 3140, LMG 2277, NBRC 3140, NCIB 8177, JCM 13427, BCRC 11904, CCUG 1825, IFO 13584, JCM 21244, NBRC 13584, NCIMB 8177, NRIC 0826, NRRL B-2463, NRRL B-784",1,"Devosia riboflavina",2597490201,AB680451,61.4
,,,,,46914.3,AJ549086,
,,,,,GCA_000743575,D49423,
6166,GH2-10,"DSM 17780, KACC 11509",1,"Devosia soli",2654587604,DQ303125,59.5
,,,,,GCA_000970455,,
6168,HST3-14,"DSM 23447, JCM 14206, KCTC 12772, CGMCC 1.10441",1,"Devosia soli",2830079415,AM293857,59.1
,,,,,395930.6,,
,,,,,GCA_014197055,,
3919,,"DSM 22407, CCUG 55056, LMG 24257, IMP 2, JCM 16028",1,"Devriesea agamarum",GCA_900070355,EU009865,61
158927,5BBH33,"DSM 109768, JCM 33369",1,"Dialister hominis",2582419.3,LC487980,42.8
,,,,,2883940520,,48.2
,,,,,AP019697,,
,,,,,GCA_007164725,,
17122,E7.25,"CIP 108215, DSM 15470, CCUG 47026, JCM 17566",1,"Dialister invisus",592028.3,AB626632,45
,,,,,645951833,AY162469,45.5
,,,,,GCA_000160055,,
17123,,"DSM 19965, CCUG 48837, CIP 108278, ADV 04.01, AIP 25.04, JCM 17567, ADV 04-01, AIP 25-04",1,"Dialister micraerophilus",651324025,AB626633,35.4
,,,,,888062.3,AF473837,36.3
,,,,,GCA_000194985,,
17124,,"DSM 21274, JCM 15077, YIT 11850",1,"Dialister succinatiphilus",2513237349,AB370249,50.4
,,,,,742743.3,,51.9
,,,,,GCA_000242435,,
23106,6408J-67,"DSM 27393, KACC 15518, NBRC 108726",1,"Diaminobutyricimonas aerilata",1162967.3,JQ639052,68.3
,,,,,2731639227,,
,,,,,GCA_002797715,,
130260,8604S-37,"DSM 100045, KACC 16536, NBRC 108926",1,"Diaphorobacter aerolatus",1288495.3,KC352658,65
,,,,,2897417399,,
,,,,,GCA_014489535,,
2956,NA10B,"DSM 15985, CIP 107294, JCM 11421",1,"Diaphorobacter nitroreducens",1236961.5,AB064317,65
,,,,,164759.3,,
,,,,,2728369657,,
,,,,,2786546147,,
,,,,,GCA_001310795,,
,,,,,GCA_003755025,,
130259,SL-205,"DSM 29460, ACCC 19739, JCM 30411",1,"Diaphorobacter nitroreducens",GCA_002214645,JX974341,66.8
2957,RF3,"DSM 22780, KCTC 22225, LMG 24467",1,"Diaphorobacter oryzae",2574179700,EU342381,62.9
130258,BN30,"DSM 27467, ACCC 06116",1,"Diaphorobacter ruginosibacter",1715720.3,KC825337,65.2
,,,,,2894023352,,
,,,,,GCA_014395975,,
2236,11342,"DSM 23057, ATCC 25549, CCUG 27824, CIP 107042, VPI 2340, KCTC 15031",1,"Dichelobacter nodosus",2654587739,JN175347,45.0
,,,,,870.8,,
,,,,,GCA_001263335,,
6175,,"DSM 5002, ATCC 49408, IFAM 954",1,"Dichotomicrobium thermohalophilum",2728369273,FR733679,62.0-64.0
,,,,,933063.3,,
,,,,,GCA_003550175,,
4350,B374,"DSM 18020, LMG 25991, NCPPB 898, CFBP 1269, CIP 109008, ICMP 1544, Hayward B374",1,"Dickeya dadantii",1223572.11,AF520707,59.5
,,,,,204038.21,KC844733,
,,,,,2558860214,,
,,,,,2814123163,,
,,,,,GCA_000406145,,
,,,,,GCA_003049785,,
4349,,"DSM 18013, CFBP 2051, CIP 109104, ICPB ED102, NCPPB 2976",1,"Dickeya dadantii subsp. dieffenbachiae",1223574.11,AF520712,57.9
,,,,,2558860213,KC844736,
,,,,,GCA_000406185,,
4351,,"DSM 18054, CFBP 1200, ICMP 6427, LMG 2485, NCPPB 453, CN 26",1,"Dickeya dianthicola",1223568.13,AF520708,59.5
,,,,,2551306377,KC844729,
,,,,,GCA_000365305,,
132585,JS5,"DSM 101947, CGMCC 1.15464",1,"Dickeya fangzhongdai",1778540.3,KT992690,56.76
,,,,,1778540.45,,
,,,,,2775506966,,
,,,,,GCA_002812485,,
,,,,,GCA_014642955,,
166447,S29,"CFBP 8647, LMG 30899",1,"Dickeya lacustris",GCA_003934295,MH577543,53.1
,,,,,GCA_029635795,,
164439,,"JCM 33020, ACCC 61554",1,"Dickeya oryzae",GCA_009372235,MK791744,53.3
166166,2B12,"CFBP 8650, LMG 30903",1,"Dickeya undicola",2627853836,MH699400,54.5
,,,,,GCA_000784735,,
4352,Sr58,"DSM 18068, CFBP 2052, ICMP 5704, NCPPB 2538",1,"Dickeya zeae",1223573.12,AF520711,56.4
,,,,,2558860215,KC844739,
,,,,,GCA_000406165,,
166540,Uno16,"NBRC 113154, BCRC 81115",1,"Dictyobacter alpinus",2014873.3,LC278467,49.7
,,,,,2837722614,,
,,,,,GCA_003967575,,
140692,S-27,"NBRC 109595, InaCC B312",1,"Dictyobacter aurantiacus",1936993.3,LC210808,55.7
,,,,,GCA_003967515,,
167505,"SOSP1-9, ID150042","CGMCC 1.17206, BCRC 81204, DSM 112755",1,"Dictyobacter formicarum",2778368.3,AM180155,51.1
,,,,,GCA_016587435,,
166541,Uno11,"NBRC 113153, LMG 30472, BCRC 81114",1,"Dictyobacter kobayashii",2014872.3,LC278466,50.3
,,,,,2848425531,,
,,,,,GCA_003967555,,
4239,H-6-12,"DSM 3960, ATCC 35947",1,"Dictyoglomus thermophilum",309799.4,JQ346741,29.0
,,,,,643348542,X69194,33
,,,,,GCA_000020965,,
4240,Z-1310,"DSM 6724",1,"Dictyoglomus turgidum",515635.4,NR_074885,32.5
,,,,,643348543,,33.96
,,,,,GCA_000021645,,
24006,JC13,"DSM 26099, CSUR P149",1,"Dielma fastidiosa",2770939561,JF824807,40.0
,,,,,GCA_000313565,,
4265,72,"DSM 45698, JCM 16360, KACC 21126, NBRC 109780",1,"Dietzia alimentaria",1077144.3,GQ368824,64.7
,,,,,2547132114,,67.34
,,,,,GCA_000226215,,
4258,K30-10,"DSM 44907, JCM 13325, MTCC 7007, CCUG 54952, BCRC 16834, CIP 109330, NBRC 105042, NCIMB 14304",1,"Dietzia kunjamensis subsp. kunjamensis",2728369259,AY972480,67
,,,,,322509.3,FJ468332,70.6
,,,,,GCA_003610395,,
4261,,"DSM 45139, CCTCC AA 207015, JCM 16003, YIM 65001",1,"Dietzia kunjamensis subsp. schimae",2724679793,EU375845,70.5
,,,,,498198.3,HQ259254,71.9
,,,,,GCA_900182685,,
4264,,"DSM 45074, CCTCC AA 207008, KCTC 19232, YIM 80766, JCM 19954",1,"Dietzia lutea",2841082593,EU821598,70.5
,,,,,546160.3,,
,,,,,546160.4,,
,,,,,GCA_003096075,,
,,,,,GCA_009806405,,
4241,AUCNM-A-593,"DSM 43672, ATCC 35013, AUCNM A-593, CIP 104188, IFO 15801, JCM 6166, NBRC 15801, VKM Ac-593, CCUG 44488, NCIMB 11744, IMV 195, CECT 4617, IFO 15529, IMSNU 21250, KCTC 9950, LMG 5361, NBRC 15529, NRRL B-16941, PCM 2292",1,"Dietzia maris",2834342532,FJ468333,70.9
,,,,,37915.4,KF410336,73
,,,,,GCA_001630765,X79290,73.2
,,,,,,X81920,
4255,,"DSM 44904, CCUG 50875, CIP 50875, IMMIB RIV-399, JCM 13663, IFM 10668, NBRC 102147",0,"Dietzia maris",1223524.3,AJ920289,70.8
,,,,,2675903565,FJ468339,72.3
,,,,,GCA_001571065,,
4254,ILA-1,"DSM 44820, CCUG 47128, CCUG 47263, CIP 107427, IAM 14896, NCIMB 13777, JCM 10987, BCRC 16329, CCUG 49427, DSM 44782, NBRC 103065, IAM 14890",1,"Dietzia psychralcaliphila",139021.3,AB049630,69.6
,,,,,139021.4,AB159036,
,,,,,2737471650,FJ468331,
,,,,,2841078895,,
,,,,,GCA_003046525,,
,,,,,GCA_003096095,,
,,,,,GCA_009806395,,
4263,ID05-A0528,"DSM 45568, BTCC B-560, JCM 18295, NBRC 104184",1,"Dietzia timorensis",2744054500,AB377289,65.5
,,,,,GCA_001651825,,
,,,,,GCA_001659785,,
132486,DHOA34,"DSM 100059, CGMCC 1.15023, KCTC 42632",1,"Dinghuibacter silviterrae",1539049.3,KM389530,51.6
,,,,,2788499880,,
,,,,,GCA_004366355,,
13662,,"DSM 16493, DFL 12",1,"Dinoroseobacter shibae",2501004205,AJ534211,64.8
,,,,,398580.30,,
,,,,,398580.31,,
,,,,,398580.32,,
,,,,,398580.33,,
,,,,,398580.34,,
,,,,,GCA_000018145,,
3248,"20B, URRIELLA NHT 117","DSM 23381, CSUR P99, DSM 233381",1,"Rickettsiella massiliensis",GCA_000257395,GQ857549,37.88
,,,,,,,42.14
,,,,,,,46.0
23455,S69,"DSM 25762, VKM B-2760",1,"Dissulfuribacter thermophilus",1156395.6,JQ414031,40.5
,,,,,2724679641,,
,,,,,GCA_001687335,,
140917,Sh68,"JCM 19990, VKM B-2854",1,"Dissulfurimicrobium hydrothermale",GCA_022026155,KT159733,49
132569,SH388,"DSM 100025, VKM B-2960",1,"Dissulfurirhabdus thermomarina",1765737.4,KU051627,64.6
,,,,,GCA_010499435,,
,,,,,GCA_012979235,,
133856,LM2-5,"CGMCC 1.7659, JCM 15763",1,"Dokdonella immobilis",2667527410,FJ455531,66.7
,,,,,578942.3,,
,,,,,GCA_900115085,,
17450,DS-123,"DSM 17203, KCTC 12396",1,"Dokdonella koreensis",1300342.5,AY987368,71
,,,,,2687453174,,71.0
,,,,,GCA_001632775,,
5505,DSW-1,"DSM 17200, KCTC 12391, CIP 109306",1,"Dokdonia donghaensis",1300343.3,DQ003276,38
,,,,,1300343.5,,38.0
,,,,,2627853639,,
,,,,,GCA_000769435,,
,,,,,GCA_001653755,,
131369,SW230,"DSM 25597, CGMCC 1.12184, JCM 18216, KCTC 52761",1,"Dokdonia pacifica",1627892.3,JQ082180,36
,,,,,1627892.4,KP862606,
,,,,,2724679821,,
,,,,,GCA_014636685,,
,,,,,GCA_900188275,,
167968,SH27,"MCCC 1H00358, KCTC 62962, CCTCC AB 2018323",1,"Dokdonia sinensis",GCA_003688895,MH681543,39.5
229,2991-95,"DSM 15742, ATCC BAA-56, CCM 4936, CIP 106314, CCUG 39307",1,"Dolosicoccus paucivorans",2622736585,AJ012666,40.5
,,,,,84521.3,,
,,,,,GCA_900100125,,
141063,XD80,"CCTCC AB 2015053, KCTC 33636, DSM 104295",1,"Domibacillus antri",1714264.4,KT719299,46.6
,,,,,2788500367,,
,,,,,GCA_001936625,,
130211,NIO-1016,"DSM 25145, CCTCC AB 2011121, NCIM 5462",1,"Domibacillus enclensis",1017273.7,JF893466,46.9
,,,,,1017273.8,,
,,,,,2636415762,,
,,,,,2708742528,,
,,,,,GCA_000966185,,
,,,,,GCA_002237775,,
,,,,,GCA_900156125,,
140688,,"KCTC 33830, MTCC 12575, DSM 100929, SAB 38, JCM 32632",1,"Domibacillus epiphyticus",GCA_001975785,LN879432,41.5
132389,S6,"DSM 29979, CCTCC AB 2015183",1,"Domibacillus iocasae",1714016.4,KT724336,44.4
,,,,,2791354958,,
,,,,,GCA_001750285,,
140687,,"KCTC 33820, MTCC 12571, DSM 100930, SAOS 44, JCM 32631",1,"Domibacillus mangrovi",GCA_001906925,LN879431,40.6
22934,"WS 4628, isolate G 6512, WS 4628, isolate G 6512","DSM 25058, LMG 26645",1,"Domibacillus robiginosus",GCA_000966195,HE577175,44.1
131463,,"DSM 29572, JCM 30371, KCTC 33549, PAMC 80007",1,"Domibacillus tundrae",GCA_000970675,KM657429,43.5
24510,SW-277,"DSM 29127, JCM 13604, KCTC 12735, CIP 109518",1,"Donghicola eburneus",2684622851,DQ667965,59.7
,,,,,393278.4,,
,,,,,GCA_900115865,,
132281,13-93-B1,"DSM 100212, KCTC 42571",1,"Donghicola tyrosinivorans",1652492.3,KP901250,60.4
,,,,,2731639258,,
,,,,,GCA_003003355,,
133612,LM22,"CGMCC 1.7660, JCM 15798, BCRC 80546",1,"Dongia mobilis",2667527396,FJ455532,65.6
,,,,,578943.3,,
,,,,,GCA_004363235,,
164191,DM2,"JCM 32096, BCRC 81069",1,"Dongshaea marina",GCA_003072645,MG232375,51
,,,,,,,51.8
6354,,"DSM 3992, ATCC 27755, JCM 10342, KCTC 15690, VPI C8-13",1,"Dorea formicigenerans",39486.544,L34619,40-44
,,,,,411461.20,,
,,,,,411461.4,,
,,,,,641736133,,
,,,,,GCA_000169235,,
,,,,,GCA_025150245,,
6355,111-35,"DSM 13814, CCUG 45247, JCM 11232",1,"Dorea longicatena",411462.6,AJ132842,45.6
,,,,,640963046,LC037228,
,,,,,88431.1235,,
,,,,,GCA_000154065,,
,,,,,GCA_025150085,,
24817,FH5,"DSM 25947, CICC 10585",1,"Draconibacterium orientale",1168034.6,JQ683778,42.0
,,,,,2576861037,,
,,,,,2693429902,,
,,,,,GCA_000626635,,
,,,,,GCA_900111425,,
140270,NYU-BL-A4,"DSM 103457, ATCC TSD-64",1,"Dubosiella newyorkensis",2788499991,KU744405,42.5
,,,,,GCA_001945605,,
166326,FT93W,"GDMCC 1.1683, KACC 21475",1,"Duganella fentianensis",2915260304,MN865822,60.9
,,,,,GCA_009857835,,
141131,,"KCTC 42409, JCM 30745, DCY 83",1,"Massilia ginsengisoli",1462440.3,KJ186108,55.3
,,,,,2915254074,,
,,,,,GCA_009720865,,
166327,CY13W,"GDMCC 1.1669, KACC 21461",1,"Duganella qianjiadongensis",GCA_009857915,MN865821,60.6
133834,Sac-41,"KCTC 22382, NCIMB 14476",1,"Duganella radicis",551988.3,EU672807,54.9
,,,,,GCA_009720825,,
133833,Sac-22,"KCTC 22381, NCIMB 14475",1,"Duganella sacchari",2651870174,EU672806,56.4
,,,,,GCA_900143065,,
158516,"129-NLRP6, S27-6 N6.1","DSM 103720, JCM 33116",0,"Duncaniella muris",2094237.3,MG970328,50.8
,,,,,2837668229,,
,,,,,GCA_003024805,,
3780,12116,"DSM 23607, CCTCC AB 207176, NRRL B-51268",1,"Dyadobacter alkalitolerans",1121481.4,EU360597,46.3
,,,,,2524023163,,
,,,,,GCA_000428845,,
132146,R-S7-29,"DSM 102865, CCTCC AB 2011022, NRRL B-59659",1,"Dyadobacter arcticus",1078754.3,JN562715,50
,,,,,2828453682,,
,,,,,GCA_011762185,,
23879,A54,"DSM 21582, CGMCC 1.6375, JCM 14200, CIP 109570",1,"Dyadobacter beijingensis",1121482.3,DQ335125,49.2
,,,,,2522125168,,52.1
,,,,,365489.3,,
,,,,,GCA_000382205,,
,,,,,GCA_014645155,,
3777,"CP 183-8, CP183-8","DSM 16708, ATCC BAA-1036, KCTC 23639, CIP 109009, VTT E-072669",1,"Dyadobacter crusticola",1121483.3,AJ821885,46.7
,,,,,2561511040,,48
,,,,,GCA_000701505,,
132636,65,"DSM 100786, CGMCC 1.15288",1,"Dyadobacter endophyticus",1749036.3,KT003984,46.6
,,,,,GCA_014641595,,
3776,"NS 114, NS114","DSM 18053, ATCC 700827, CIP 107007, KCTC 52180",1,"Dyadobacter fermentans",471854.5,AF137029,48
,,,,,644736356,,51.5
,,,,,GCA_000023125,,
168496,NS28,"MCCC 1K03764, NBRC 113854",1,"Dyadobacter flavalbus",GCA_006149045,KX601106,44.8
,,,,,VBSN00000000,,
167837,AR-3-8,"NBRC 113791, KACC 21173, KEMB 9005-744",1,"Dyadobacter frigoris",GCA_005280585,MK272787,40.1
,,,,,SZVO00000000,,
3778,,"DSM 21015, KCTC 12589, LMG 23409, Gsoil 043",1,"Dyadobacter ginsengisoli",2574179707,AB245369,48
,,,,,,,48.0
,,,,,,,49.0
130271,AM1R11,"DSM 100346, JCM 17918, KACC 16446",1,"Dyadobacter jejuensis",1082580.3,JN597283,45.1
,,,,,2731639220,,
,,,,,GCA_003149085,,
130272,L-1,"DSM 29057, CGMCC 1.12969",1,"Dyadobacter jiangsuensis",1591085.3,KP318954,51.3
,,,,,2728369267,,
,,,,,GCA_003014695,,
3779,"WPCB 159","DSM 19938, KCTC 12537, NBRC 101116",1,"Dyadobacter koreensis",2622736476,AB681383,44
