"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."
"When using BacDive for research please cite our paper https://doi.org/10.1093/nar/gkae959"

ID,designation_header,strain_number_header,is_type_strain_header,species,"Genome seq. accession number","PH range",pH,"Salt conc."
14024,,"DSM 21159, KCTC 22351, YIM D82",1,"Fodinicurvata sediminis",2523533601,alkaliphile,6.5-8.5,1.5-20
,,,,,570952.8,,,
,,,,,GCA_000420625,,,
24294,P11-6,"DSM 28129, CECT 7605, CIP 110592, KCTC 13564",1,"Fontibacillus panacisegetis",2634166350,alkaliphile,6-8.5,1
,,,,,670482.3,,,<2
,,,,,GCA_900102215,,,
23456,HA-01,"DSM 23609, CCUG 59713",1,"Fontimonas thermophila",1076937.3,alkaliphile,6.5-8.5,0-1
,,,,,2622736503,,,
,,,,,GCA_900113085,,,
131144,,"DSM 16476, KMM 3553",1,"Formosa algae",225843.5,alkaliphile,05-10,0-6
,,,,,2724678980,,,3
,,,,,2926654377,,,
,,,,,GCA_001439665,,,
133320,AHQ-12,"BCRC 80690, LMG 27847, KCTC 32501, DSM 109231",1,"Formosimonas limnophila",1384487.3,alkaliphile,5.0-9.0,0
,,,,,2923739291,,,1
,,,,,GCA_014652675,,,
140267,AT2,"DSM 100451, CSUR P2014",1,"Allofournierella massiliensis",1650663.6,alkaliphile,6-8.5,10
,,,,,2788499850,,,
,,,,,GCA_004345265,,,
141095,DL503,"LMG 29914, CGMCC 1.15944",1,"Franconibacter daqui",2047724.3,acidophile,4.0-11.0,0-5
,,,,,GCA_014644275,alkaliphile,5.0-10.0,1.5
133112,BMG5.1,"CECT 9032, DSM 100624",1,"Protofrankia coriariae",2700989114,alkaliphile,7.0-9.5,0-2
,,,,,GCA_001017755,,,
158273,"DLB, Dho","DSM 106169, NCCB 100648",1,"Frateuria defendens",GCA_001182895,alkaliphile,4-10,2
17461,VA24,"DSM 26515, CGMCC 1.7053, NBRC 104236",1,"Frateuria terrea",2597490373,alkaliphile,05-09,<1
,,,,,2617270826,,,
,,,,,529704.3,,,
,,,,,529704.4,,,
,,,,,GCA_900109025,,,
,,,,,GCA_900115705,,,
12617,"A34_1, FA1","DSM 21741, NBRC 104963, KY 13132",1,"Friedmanniella luteola",2630969010,alkaliphile,5.3-8.5,0
,,,,,546871.3,,,0-2
,,,,,GCA_900105065,,,
6696,F9-1,"DSM 22689, JCM 16035, NRIC 0771",1,"Fructilactobacillus florum",1423745.3,acidophile,04-08,5
,,,,,1423745.4,,,
,,,,,2657244926,,,
,,,,,2728369675,,,
,,,,,GCA_001311215,,,
,,,,,GCA_001436645,,,
6864,D-24,"DSM 19113, CCUG 49949, CIP 108761, LAB 1679, LMG 22556, JCM 17831, BCRC 81233, CECT 7089, NRIC 0663",1,"Fructobacillus durionis",2603880187,acidophile,3.9,8
,,,,,283737.4,,,
,,,,,GCA_900112405,,,
6863,"LC-51, LC51","DSM 15468, CECT 5759, JCM 17832, BCRC 81234, CIP 109309, LMG 23899, NCIMB 14364, NRIC 0698",1,"Fructobacillus pseudoficulneus",220714.3,alkaliphile,4.8-8.5,03-05
,,,,,220714.4,,,
,,,,,2600254955,,,
,,,,,2814123065,,,
,,,,,GCA_001047115,,,
,,,,,GCA_900108455,,,
6865,F214-1,"DSM 23246, JCM 16675, BCRC 81232",1,"Fructobacillus tropaeoli",2775506866,acidophile,04-08,2.5
,,,,,GCA_001047135,,,
5993,"Z-7100, Z7100","DSM 24880, VKM B-2667",1,"Fuchsiella alkaliacetigena",GCA_023227765,alkaliphile,8.5-10.5,0-14
,,,,,,,,7.75
528,,"DSM 15513, ATCC BAA-666, KCTC 12091, CCUG 52903, CIP 108376, HTCC 2506",1,"Fulvimarina pelagi",217511.4,alkaliphile,10.0,0
,,,,,2657245493,,,0-10
,,,,,GCA_001463845,,,2-10
,,,,,,,,2.0
160213,"JZ-R-35, JZ R-35","DSM 107699, LMG 30901",1,"Galactobacter valiniphilus",GCA_003575975,alkaliphile,6.0-9.3,2
,,,,,,,,8
17912,CEE_131,"DSM 21945, CECT 7479",1,"Gallaecimonas pentaromativorans",2784746796,alkaliphile,05-10,1.5
,,,,,584787.4,,,<7
,,,,,GCA_003751625,,,
130813,3-C-1,"DSM 100312, CCTCC AB 209060, LMG 25226, MCCC 1A01354",1,"Gallaecimonas xiamenensis",2565956799,alkaliphile,05-10,0-12
,,,,,745411.6,,,4
,,,,,GCA_000299915,,,
166227,SL3-2-4,"UICC B-83, NRRL B-67478, InaCC A981",1,"Gandjariella thermophila",2886563295,acidophile,4.0-8.0,0
,,,,,GCA_005405885,,,0.0-1.0
158276,RAM11,"DSM 29853, NCAIM B.02618",1,"Gellertiella hungarica",1572859.3,alkaliphile,5-10,0
,,,,,2830095549,,,0-1
,,,,,GCA_014197145,,,
133579,A1-9,"CGMCC 1.7029, NBRC 104254, DSM 108272",1,"Gemmobacter aquaticus",490185.6,acidophile,04-08,0-1
,,,,,GCA_007859075,alkaliphile,5.5-9,0-5
,,,,,GCA_014645295,,,1.5
13657,DCA-1,"DSM 21823, CGMCC 1.7745",1,"Gemmobacter caeni",2596583642,acidophile,04-08,0-5
,,,,,2739367660,,,1.5
,,,,,589035.3,,,
,,,,,589035.6,,,
,,,,,GCA_003054195,,,
,,,,,GCA_007830625,,,
134036,Orc-4,"BCRC 80378, LMG 26667, KCTC 23714",1,"Gemmobacter lanyuensis",1054497.3,alkaliphile,6.0-9.0,0-1
,,,,,GCA_014652355,,,0.25
164373,YJ-T1-11,"JCM 32828, KCTC 62715",1,"Gemmobacter lutimaris",2835163134,alkaliphile,5.0-12.0,0.0-7.0
,,,,,GCA_003570715,,,1.0-3.0
133682,Y12,"CCTCC AB 2010218, KCTC 23298",1,"Gemmobacter nanjingensis",488454.3,alkaliphile,5.5-10,0-4.5
,,,,,GCA_014652195,,,0.50
133896,Ruye-53,"BCRC 80261, KCTC 23310",1,"Gemmobacter tilapiae",875041.3,alkaliphile,06-09,0-1
,,,,,GCA_014652215,,,
130339,Red1,"DSM 29995, DSM 23483, JCM 15104, JCM 30610, DSM 28483, KCTC 5626",1,"Geoalkalibacter subterraneus",2593339207,alkaliphile,06-09,2
,,,,,483547.12,,,<10
,,,,,GCA_000827125,,,
1437,"BD 53, T 281, NRS-81","DSM 7263, ATCC 8005, NCIMB 8547, NRRL NRS-81, CCUG 28890, CIP 106929, LMG 9819, NCCB 30003, JCM 20319, BCRC 11223, IAM 11001, NBRC 102445",1,"Geobacillus kaustophilus",1220595.3,alkaliphile,6.0-8.5,0-10
,,,,,1220595.8,,,
,,,,,2600255052,,,
,,,,,2843255297,,,
,,,,,GCA_000739955,,,
,,,,,GCA_005160065,,,
1419,"R-35646, 26","DSM 22, ATCC 12980, CCM 2062, CCUG 26241, IAM 11062, LMG 6939, NBRC 12550, NCIMB 8923, NCTC 10339, VKM B-2231, IFO 12550, NCA 26, JCM 2501, BCRC 11092, CIP 66.23, KCTC 1665, KCTC 1752, NCFB 1768, NRRL B-1172, VKM B-510, VTT E-81128, UCCCB118, NCDO 1768",1,"Geobacillus stearothermophilus",1366047.4,alkaliphile,9,0-2
,,,,,2654587565,,,1
,,,,,GCA_001277805,,,1.0
,,,,,,,,10
,,,,,,,,4
,,,,,,,,5
,,,,,,,,5.0
,,,,,,,,6
,,,,,,,,8
159838,AYN2,"MTCC 12749, KCTC 33950, JCM 32596, MTCC 12769",1,"Parageobacillus yumthangensis",2791355095,alkaliphile,6-10,0-5
,,,,,GCA_002494375,,,1
24057,CF5/3,"DSM 45417, CCUG 62814, MTCC 11412, JCM 30064",1,"Geodermatophilus normandii",1137989.5,alkaliphile,6.0-10.0,0-1
,,,,,2585427554,,,
,,,,,GCA_003182485,,,
5822,CF9/1/1,"DSM 45421, CCUG 62764, MTCC 11415",1,"Geodermatophilus telluris",1190417.3,alkaliphile,6-8.5,0-10
,,,,,2602042050,,,0-4
,,,,,GCA_900102745,,,
133723,JAM-BA0501,"JCM 15548, NCIMB 14482",1,"Geofilum rubicundum",1236989.10,alkaliphile,6.9-9.3,0.5-6
,,,,,2627853860,,,
,,,,,GCA_000974365,,,
18133,BH1,"DSM 21769, JCM 15647",1,"Geomicrobium halophilum",2861595016,alkaliphile,06-10,05-25
,,,,,549000.3,,,12.5
,,,,,GCA_014207655,,,
164571,ZLJ0423,"JCM 33470, CGMCC 1.13681",1,"Georgenia faecalis",GCA_003710105,alkaliphile,6-10,0-5
,,,,,,,,0.5
1771,1A-C,"DSM 14418, CCM 4963, JCM 12241, CIP 107920, NBRC 103560",1,"Georgenia muralis",154117.3,alkaliphile,6-9,0-4
,,,,,2784132082,,,10
,,,,,GCA_003814705,,,5
,,,,,,,,6
,,,,,,,,7
,,,,,,,,8
1773,,"DSM 17458, CCTCC AB 204065, KCTC 19029, NBRC 103883, YIM 004, JCM 15130",1,"Georgenia ruanii",348442.3,alkaliphile,10.0,>5
,,,,,348442.4,,,
,,,,,GCA_009193175,,,
,,,,,GCA_009362295,,,
23795,"JC82, 5NBRC 107612","DSM 27632, KCTC 19802, NBRC 107612",1,"Georgenia satyanarayanai",860221.5,alkaliphile,04-10,01-10
,,,,,GCA_009193135,,,2
,,,,,,,,<5
1774,"TT 02-04","DSM 21501, NBRC 104148",1,"Georgenia thermotolerans",527326.3,alkaliphile,06-09,0-5
,,,,,527326.4,,,<10
,,,,,GCA_009193185,,,
,,,,,GCA_009299305,,,
166145,RP-3-7,"KEMB 9005-731, KACC 21151, NBRC 113769",1,"Glaciihabitans arcticus",2866619316,alkaliphile,6.0-8.5,0
,,,,,GCA_004310685,,,0.5
164247,GS1,"JCM 32375, BCRC 81091",1,"Glaciimonas soli",2590999.3,alkaliphile,5.0-9.0,0.0-0.5
,,,,,GCA_009497155,,,0.0-2.0
,,,,,,,,2.5-3.0
158370,SJ-25,"DSM 105121, CGMCC 4.7414",1,"Glycomyces dulcitolivorans",2835077007,alkaliphile,4.0-9.0,0-3.0
,,,,,GCA_003265355,,,
166494,RS15-1S,"TBRC 8485, NBRC 113446",1,"Gordonia oryzae",2866513116,alkaliphile,4.0-9.0,0.0-3.0
,,,,,GCA_003797185,,,14
,,,,,,,,4.0-8.0
,,,,,,,,9.0-13.0
141149,QH-11,"CICC 24107, KCTC 39933, DSM 108671",1,"Gordonia phthalatica",2648501237,alkaliphile,5.0-10.0,0
,,,,,GCA_001305675,,,0.8
166495,,"TBRC 7109, NBRC 113236, AMA 120",1,"Gordonia sediminis",GCA_004193205,alkaliphile,6.0-9.0,1.0-5.0
1256,B1761,"DSM 18845, CIP 107105, JCM 12212, KCTC 3846, LMG 18422",1,"Gottfriedia luciferensis",178774.9,alkaliphile,8.0-8.5,0-2
,,,,,2916864039,,,10
,,,,,GCA_002156865,,,4
,,,,,,,,6
,,,,,,,,8
1461,T-16x,"DSM 17256, ATCC BAA-1190, CIP 109592, IAM 15263, JCM 21714",1,"Gracilibacillus boraciitolerans",1298598.3,alkaliphile,6.0-10.0,0.0-11.0
,,,,,2609459992,,,11.0
,,,,,GCA_000521485,,,
1463,YIM-C55.5,"DSM 17856, CGMCC 1.6303",1,"Gracilibacillus halophilus",1308866.3,alkaliphile,6.0-9.0,15.0
,,,,,2545824697,,,7.0-30.0
,,,,,GCA_000359605,,,
1460,NN,"DSM 11805, JCM 10718, ATCC 700849",1,"Gracilibacillus halotolerans",2829726240,alkaliphile,5.0-10.0,0.0
,,,,,74386.3,,,0.0-20.0
,,,,,GCA_014206945,,,
1468,K170,"DSM 23178, CGMCC 1.10681",1,"Gracilibacillus kekensis",1027249.3,alkaliphile,6.0-11.0,0.0-22.0
,,,,,2667528169,,,3.0
,,,,,GCA_900143085,,,
1464,BH312,"DSM 19029, KCTC 13129",1,"Gracilibacillus lacisalsi",1121929.3,alkaliphile,5.5-10.0,1.0-18.0
,,,,,2519103189,,,5.0-7.0
,,,,,GCA_000377765,,,
1467,MF38,"DSM 23863, CGMCC 1.7727, JCM 15711",1,"Gracilibacillus ureilyticus",2617270788,alkaliphile,6.5-8.5,0.0-15.0
,,,,,531814.3,,,3.0
,,,,,GCA_900111195,,,
17764,CL-CB462,"DSM 19535, KCCM 90063",1,"Gracilimonas tropica",1121930.3,alkaliphile,06-10,1-20
,,,,,2515154158,,,
,,,,,GCA_000375425,,,
14324,H1,"DSM 7334, ATCC 51460",1,"Gracilinema caldarium",2505679006,alkaliphile,5.8-8.5,0.25
,,,,,744872.3,,,0.4
,,,,,GCA_000219725,,,
133966,BS12,"KACC 16188, JCM 17790",1,"Christiangramia aestuarii",2891820663,alkaliphile,5.5-9.0,1.0-11.0
,,,,,GCA_009735585,,,3
5718,UST040801-001,"DSM 23547, JCM 13192, NBRC 101534, NRRL B-41137, CIP 109020, KCTC 22434",1,"Christiangramia portivictoriae",1121932.6,alkaliphile,06-10,01-06
,,,,,2524614725,,,3.5
,,,,,GCA_000423045,,,
159710,LPB0144,"KACC 18894, JCM 31560",1,"Christiangramia salexigens",2718217989,alkaliphile,6.5-8.5,2
,,,,,GCA_001889005,,,2-14
138,TPB6028,"DSM 22516, LMG 25274, VKM B-2571",1,"Granulicella aggregans",GCA_025685565,acidophile,3.0-7.5,5.0
,,,,,,,,<3.5
22898,MP5ACTX2,"DSM 23128, ATCC BAA-1858",1,"Granulicella arctica",GCA_025685605,acidophile,3.5-6.5,<1
22899,MP5ACTX8,"DSM 23137, ATCC BAA-1857",1,"Granulicella mallensis",2503982037,acidophile,3.5-6.5,0-1.5
,,,,,682795.3,,,<1.5
,,,,,GCA_000178955,,,
139,OB1010,"DSM 22464, LMG 25275",1,"Granulicella paludicola",GCA_025685545,acidophile,3.0-7.5,5.0
,,,,,,,,<3.5
137,TPB6011,"DSM 21001, VKM B-2509",1,"Granulicella pectinivorans",2687453730,acidophile,3.0-7.5,5.0
,,,,,474950.3,,,<3.5
,,,,,GCA_900114625,,,
136,"T4, TPO-1014","DSM 18704, ATCC BAA-1396, TPO 1014",1,"Granulicella rosea",2681813547,acidophile,3.0-7.5,5.0
,,,,,474952.3,,,<3.5
,,,,,GCA_900188085,,,
22901,MP5ACTX9,"DSM 23138, ATCC BAA-1859",1,"Granulicella tundricola",1198114.10,acidophile,3.5-6.5,1
,,,,,1198114.11,,,<1
,,,,,1198114.7,,,
,,,,,1198114.8,,,
,,,,,1198114.9,,,
,,,,,649633002,,,
,,,,,GCA_000178975,,,
10519,E4FC31,"DSM 18507, CCUG 54946, LMG 23770",1,"Gulbenkiania mobilis",2799112276,alkaliphile,5.5-9.0,<3
,,,,,397457.6,,,
7330,,"DSM 26462, CAU 9625, CCUG 60841, KCTC 13959",1,"Gulosibacter chungangensis",979746.3,alkaliphile,06-10,0-5
,,,,,GCA_008831155,,,1
7329,ON4,"DSM 13485, CCUG 49965, LMG 21909, JCM 13320, CIP 108515, IAM 15172, NCIMB 14246",1,"Gulosibacter molinativorax",1121934.3,alkaliphile,5.5-10.5,0-4
,,,,,2524614660,,,0-7
,,,,,2802429658,,,1
,,,,,GCA_000425685,,,10
,,,,,GCA_003010915,,,6
,,,,,,,,8
6092,R3,"DSM 7121, ATCC 51453",1,"Guyparkeria hydrothermalis",GCA_023555375,alkaliphile,6.0-9.0,0.43
,,,,,,,,11.6
,,,,,,,,2
,,,,,,,,2.5
140661,YC6258,"NBRC 109345, KCCM 43015",1,"Gynuella sunshinyii",1445510.6,alkaliphile,4.5-9.5,1-4
,,,,,2630968578,,,1-7
,,,,,GCA_000940805,,,12
166445,,"CGMCC 1.15525, NBRC 112424, HBUM 179779",1,"Gynurincola endophyticus",GCA_003991195,alkaliphile,4.5-9.5,0-5
5851,FR1050,"DSM 17046, JCM 12486, KCTC 12277, CIP 108747, IMSNU 60136",1,"Hahella ganghwensis",1121935.11,alkaliphile,05-10,0
,,,,,2519899685,,,01-10
,,,,,GCA_000376785,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,5
,,,,,,,,6
,,,,,,,,8
133566,ROI-28,"CGMCC 1.7737, JCM 15771",1,"Haladaptatus litoreus",2681812914,alkaliphile,6-8.5,19.72
,,,,,553468.4,,,9.86-29.58
,,,,,GCA_900156425,,,
163852,AArc-Sl,"JCM 30664, UNIQEM U999",1,"Halalkaliarchaeum desulfuricum",GCA_002952775,alkaliphile,7.8-9.5,2.5-5
,,,,,,,,4
1516,BH2,"DSM 18494, JCM 14192, BCRC 80128, CIP 109651",1,"Halalkalibacillus halophilus",1121936.5,alkaliphile,5.5-10,05-25
,,,,,2524023153,,,12.5
,,,,,GCA_000423105,,,
1261,1139,"DSM 21942, ATCC 43226, CIP 109018, JCM 9157",1,"Halalkalibacter akibai",1236973.3,alkaliphile,08-10,0-9
,,,,,1236973.5,,,4.5
,,,,,2609459843,,,
,,,,,GCA_000513135,,,
,,,,,GCA_001315085,,,
1241,C-11,"DSM 16731, JCM 9152, CIP 109021, FERM 3071",1,"Halalkalibacter hemicellulosilyticus",1236971.3,alkaliphile,08-11,0-13
,,,,,1236971.4,,,7.5
,,,,,2609459771,,,
,,,,,GCA_000513115,,,
,,,,,GCA_001315065,,,
23707,NH3,"DSM 27953, CGMCC 1.10116, JCM 16507",1,"Halalkalibacter nanhaiisediminis",2596583586,alkaliphile,6.5-10,0-11
,,,,,688079.3,,,
,,,,,GCA_007830185,,,
132157,SW109,"DSM 100579, CGMCC 1.12347",1,"Halalkalibacter oceani",2926558313,alkaliphile,5.5-10.5,0-9
,,,,,,,,2.5-3
1262,Kh10-101,"DSM 23308, CIP 109247, JCM 13040, ATCC BAA-1137",1,"Halalkalibacter okhensis",GCA_000787375,alkaliphile,07-10,0-10
,,,,,,,,5
158505,FJAT-45385,"DSM 104651, CCTCC AB 2016263",1,"Halalkalibacter urbisdiaboli",GCA_002156385,alkaliphile,7.0-11.0,0.0-10.0
,,,,,,,,4
1240,N-1,"DSM 2521, ATCC 21832, FERM P-1138, JCM 9140, CIP 109022, FERM 1138",1,"Halalkalibacter wakoensis",1236970.3,alkaliphile,08-10,0-10
,,,,,1236970.4,,,5
,,,,,2609459807,,,
,,,,,GCA_000513095,,,
,,,,,GCA_001315045,,,
5982,CEJFG43,"DSM 23230, JCM 16696",1,"Halanaerobacter jeridensis",2901107112,alkaliphile,5.5-9.5,15
,,,,,706427.3,,,6-30
,,,,,GCA_016908315,,,
5977,MH1-52-1,"DSM 22442, CECT 7534, JCM 16109",1,"Halarchaeum acidiphilum",1261545.10,acidophile,04-06,18-30
,,,,,1261545.11,,,21-24
,,,,,2648501790,,,
,,,,,2648501819,,,
,,,,,GCA_000400975,,,
,,,,,GCA_000474235,,,
23576,S1-36,"DSM 27941, KCTC 23429, NBRC 107739",1,"Halioglobus japonicus",930805.12,alkaliphile,06-09,2
,,,,,930805.5,,,<4
,,,,,930805.6,,,
,,,,,930805.7,,,
,,,,,930805.8,,,
,,,,,GCA_001983995,,,
,,,,,GCA_002869505,,,
,,,,,GCA_014652255,,,
158634,HF004,"KCTC 42395, MCCC 1H00127",1,"Pseudohalioglobus lutimaris",GCA_002866825,alkaliphile,6-8.5,0.5-6
,,,,,,,,2-3
23577,S1-72,"DSM 27932, KCTC 23430, NBRC 107742",1,"Halioglobus pacificus",930806.9,alkaliphile,06-10,2
,,,,,GCA_014652275,,,<5
166510,U0301,"CTC 62082, MCCC 1H00234",1,"Seongchinamella sediminis",GCA_003457605,alkaliphile,6.5-9.5,1.0-5.0
,,,,,,,,2.0-3.0
133110,,"DSM 45977, CGMCC 4.7115, AFM 10258",1,"Haloactinomyces albus",2919883261,alkaliphile,5-12,10-35
,,,,,,,,20
17826,,"DSM 45211, KCTC 19409, YIM 93246",1,"Haloactinopolyspora alba",2728369474,alkaliphile,4.0-9.0,07-23
,,,,,648780.3,,,12.5
,,,,,648780.4,,,
,,,,,GCA_003014555,,,
,,,,,GCA_004138525,,,
11262,,"DSM 45015, CCTCC AA 206008, JCM 16004, YIM 90648",1,"Haloactinospora alba",2818991471,alkaliphile,06-09,09-21
,,,,,405555.3,,,15
,,,,,GCA_006717075,,,
162366,SWO25,"JCM 19018, CIP 110583",1,"Haloarcula sebkhae",932660.3,alkaliphile,5-9,1.7-5.1
,,,,,GCA_014647415,,,4.3-5.1
1347,AD-6,"DSM 18198, CGMCC 1.3703, CIP 109013, JCM 12771",1,"Halobacillus aidingensis",240303.4,alkaliphile,6.0-10.0,0.5-20.0
,,,,,2675903131,,,10.0
,,,,,GCA_900104185,,,
1355,FP5,"DSM 18525, ATCC BAA-1361",1,"Halobacillus alkaliphilus",2654587900,alkaliphile,6.0-10.0,0.5-20.0
,,,,,GCA_900113125,,,10.0
130201,NEAU-ST10-40,"DSM 25866, CGMCC 1.12153",1,"Halobacillus andaensis",1176239.3,alkaliphile,7.0-9.0,3.0-15.0
,,,,,1176239.4,,,8.0
,,,,,2913453739,,,
,,,,,GCA_014636475,,,
,,,,,GCA_017874135,,,
1348,D-8,"DSM 18199, CGMCC 1.3704, JCM 12772, CIP 109012",1,"Halobacillus dabanensis",240302.16,alkaliphile,5.0-11.0,0.5-25.0
,,,,,2617270759,,,10.0
,,,,,GCA_900114165,,,
1352,IGA7-4,"DSM 21559, IAM 15427, KCTC 13121, MBIC 08268, JCM 23212, NBRC 103569",1,"Halobacillus faecis",360184.3,alkaliphile,5.5-9.0,<15.0
,,,,,GCA_007991335,,,
1344,"X78, MA-2, MA-2T","DSM 14948, CIP 108359, LMG 21515",1,"Halobacillus karajensis",195088.4,alkaliphile,6.0-9.6,0
,,,,,2651870103,,,1.0-24.0
,,,,,GCA_900108515,,,10
,,,,,,,,10.0
,,,,,,,,2-6
,,,,,,,,8
1349,"JS-Hb7, IS-Hb7","DSM 18393, JCM 14155, CIP 109650",1,"Halobacillus kuroshimensis",1121938.3,alkaliphile,5.5-10.0,0.5-25.0
,,,,,2523533634,,,6.0
,,,,,GCA_000425705,,,
1343,SL-4,"DSM 10405, CIP 104798",1,"Halobacillus litoralis",GCA_009856445,alkaliphile,6.0-9.5,0
,,,,,,,,0.5-25.0
,,,,,,,,10.0
,,,,,,,,2-10
1342,SL-5,"DSM 10404, CIP 104797",1,"Halobacillus trueperi",156205.9,alkaliphile,6.0-9.5,0
,,,,,,,,0.5-30.0
,,,,,,,,10.0
,,,,,,,,2-10
141038,ZS-54-S2,"CGMCC 1.12562, JCM 30038",1,"Halobacterium litoreum",GCA_021233415,alkaliphile,5.0-9.5,0.005-1
,,,,,,,,0.05
,,,,,,,,1.7-4.8
,,,,,,,,3.9
133787,MGY-184,"JCM 17821, KCTC 4100, NBRC 109044",1,"Halobaculum magnesiiphilum",1017351.3,alkaliphile,5.5-9.5,06-30
,,,,,1017351.4,,,10.5
,,,,,1017351.5,,,
,,,,,GCA_019823105,,,
166103,ZY21,"CGMCC 1.16343, NBRC 113439",1,"Halobellus captivus",GCA_007655485,alkaliphile,6.0-9.5,0.3
,,,,,,,,15-30
,,,,,,,,18-20
134047,YC20,"CGMCC 1.12120, JCM 18361",1,"Halobellus inordinatus",GCA_024464655,alkaliphile,6.0-9.0,10-28
,,,,,,,,18
133720,TBN53,"CGMCC 1.10331, JCM 16811",1,"Halobellus limi",2619618869,alkaliphile,5.5-9.5,17.40
,,,,,2914819717,,,8.12-29.58
,,,,,699433.4,,,
,,,,,699433.8,,,
,,,,,GCA_004799685,,,
,,,,,GCA_900108165,,,
23056,"CSW2.24.4, 2.24.4","DSM 18730, CGMCC 1.10710, JCM 14359",1,"Halobellus salinus",2724679816,alkaliphile,5.5-9.5,15.08-29.58
,,,,,931585.3,,,19.72
,,,,,GCA_014646875,,,
134189,100A6,"JCM 12892, ACM 5227, CIP 109336",1,"Halococcus hamelinensis",1132509.4,alkaliphile,04-09,12.5-30
,,,,,1132509.6,,,15
,,,,,2502171174,,,
,,,,,2529292733,,,
,,,,,GCA_000259215,,,
,,,,,GCA_000336675,,,
159820,ZJ1,"CGMCC 1.16025, NBRC 112867, JCM 34382",1,"Halococcus salsus",GCA_009900715,alkaliphile,5-9,10-30
,,,,,,,,20
4161,,"DSM 17919, ATCC 29578, NCIMB 9335, Sylt 3",1,"Halodesulfovibrio aestuarii",1121444.3,alkaliphile,6.5-8.5,1.0-4.0
,,,,,2518645586,,,2
,,,,,2585428154,,,
,,,,,876.10,,,
,,,,,GCA_000384815,,,
,,,,,GCA_900142115,,,
4153,"NMRC 101113, C/L 2","DSM 17456, JCM 14577, NBRC 101113",1,"Halodesulfovibrio marinisediminis",1121457.4,alkaliphile,6.3-8.6,0.05-3.5
,,,,,2585428071,,,1.5-3.5
,,,,,GCA_900129975,,,
133061,JC271,"DSM 100016, KCTC 15474",1,"Halodesulfovibrio spirochaetisodalis",2751185719,alkaliphile,6.5-9.0,1
,,,,,GCA_001672295,,,6
13515,,"DSM 45207, CCTCC AB 208140, YIM 93221",1,"Haloechinothrix alba",2724679784,acidophile,04-08,09-23
,,,,,664784.3,,,15
,,,,,GCA_900188115,,,
24077,ZJ206,"DSM 27190, CGMCC 1.5347, JCM 13917",1,"Haloferax larsenii",1227460.3,alkaliphile,6-8.5,12.76-19.72
,,,,,2554235500,,,5.8-27.84
,,,,,GCA_000336955,,,
24081,PA12,"DSM 27191, ATCC BAA-1512, JCM 14792, UNSW 104200, CGMCC 1.8488",1,"Haloferax mucosum",2508501020,alkaliphile,06-10,17.4
,,,,,2529293244,,,9.86-29.58
,,,,,GCA_000337815,,,
134080,06SJR1-1,"MBIC 08340, KCTC 22201",1,"Haloferula rosea",490093.3,alkaliphile,6.5-9,0-5
,,,,,GCA_016595525,,,
133412,XJ16,"KCTC 42259, MCCC 1H00120, CICC 23817",1,"Halofilum ochraceum",GCA_001614315,alkaliphile,6.5-9.5,2-20
,,,,,,,,8-10
134312,BZ256,"KCTC 4017, JCM 14848",1,"Halogeometricum pallidum",1227487.5,alkaliphile,5-8.5,17.98
,,,,,2554235507,,,9.86-24.94
,,,,,GCA_000337095,,,
133607,RO1-4,"CGMCC 1.7736, JCM 15770",1,"Halogeometricum rufum",2617270920,alkaliphile,6-8.5,11-27
,,,,,553469.3,,,21
,,,,,GCA_900112175,,,
5850,,"DSM 45210, JCM 16899, KCTC 19481, YIM 92370",1,"Haloglycomyces albus",1089549.3,alkaliphile,5.0-9.0,03-18
,,,,,2516653079,,,10
,,,,,GCA_000527155,,,
134325,H-5,"CGMCC AS1.6843, NBRC 103919",1,"Halolactibacillus alkaliphilus",442899.5,alkaliphile,7.5-13,0.5-30
,,,,,GCA_007991355,,,2.5
1357,M2-2,"DSM 17073, IAM 15242, NBRC 100868, NRIC 0628, JCM 21694",1,"Halolactibacillus halophilus",2675903232,alkaliphile,8.0-9.0,0.0-24.0
,,,,,306540.4,,,2.0-3.0
,,,,,306540.5,,,
,,,,,GCA_007990285,,,
,,,,,GCA_900115605,,,
1358,M23-1,"DSM 17074, IAM 15247, NBRC 100873, NRIC 0633",1,"Halolactibacillus miurensis",2675903221,alkaliphile,9.5,0.0-25.5
,,,,,306541.5,,,2.5-3.0
,,,,,306541.6,,,
,,,,,GCA_007990305,,,
,,,,,GCA_900116255,,,
24089,WSY15-H1,"DSM 26232, CGMCC 1.12371, JCM 18548",1,"Halolamina salifodinae",2913474752,alkaliphile,6.0-9.0,21.17
,,,,,GCA_017874235,,,9.28-31.32
133995,BNERC31,"JCM 17820, CECT 7537",1,"Haloarcula pellucida",1427151.3,alkaliphile,6.0-8.5,20-30
,,,,,GCA_014647235,,,25
,,,,,GCA_019599515,,,
5875,AL-5,"DSM 19301, CECT 7257",1,"Halomicrobium mukohataei",1069082.6,alkaliphile,6.5-10,20-30
,,,,,2516653073,,,25
,,,,,GCA_000379085,,,
133717,TBN51,"CGMCC 1.10457, JCM 17095",1,"Halomicrobium zhouii",2667527389,alkaliphile,5.5-9.5,15.08
,,,,,767519.3,,,8.12-29.58
